ticker,revenue_ttm,ebitda_ttm,fcf_ttm,net_debt,price,shares_outstanding,float_cap,cap_flag,fetch_error
KVUE,15408000000.0,3215000000.0,1914000000.0,7370000000.0,17.78,1920773467.0,34104567006.289104,,
KDP,20090000000.0,4283000000.0,1965000000.0,28463000000.0,31.39,1360826038.0,42514706864.98299,,
KEY,7597000000.0,,1199000000.0,12936000000.0,21.84,1067128554.0,23207270634.48657,,
KEYS,6582000000.0,1916000000.0,1469000000.0,119000000.0,338.64,170244745.0,57266570048.353584,,
KMB,16582000000.0,3200000000.0,1820000000.0,5561000000.0,98.15,332579038.0,32517938859.81349,,
KIM,,,1179106000.0,8040407000.0,23.19,670789373.0,15168893146.82893,,
KMI,17959000000.0,7697000000.0,3158000000.0,32050000000.0,30.86,2226802089.0,59735466218.60054,,
KKR,21060036000.0,9735275000.0,2339924000.0,32898850000.0,101.08,897635601.0,71773435103.40138,,
KLAC,13579476000.0,6284343000.0,3767134000.0,4237573000.0,180.64,1306546783.0,235448181546.65228,,
KHC,24900000000.0,5351000000.0,3816000000.0,16582000000.0,24.6,1185823758.0,21057278034.23902,,
KR,148645000000.0,5776000000.0,2832000000.0,12505000000.0,58.49,596000000.0,34860040192.0,float-cap-fallback-market-cap,
LHX,22932000000.0,3998000000.0,2808000000.0,9478000000.0,245.54,186214616.0,45723136000.0,float-cap-fallback-market-cap,
LH,14348000000.0,2157200000.0,1155200000.0,5716700000.0,311.54,81100000.0,25146640397.59872,,
LRCX,23232690000.0,8860890000.0,4891252000.0,-1844608000.0,298.22,1251321000.0,371724767134.2615,,
LVS,13719000000.0,4618000000.0,2700000000.0,11886000000.0,42.83,647701184.0,27741042688.0,float-cap-fallback-market-cap,
LDOS,17634000000.0,2318000000.0,2163000000.0,5283000000.0,128.86,125492209.0,16050129236.568897,,
LEN,32737235000.0,2177897000.0,716773000.0,3919538000.0,79.6,210506003.0,18320355436.21656,,
LII,5302200000.0,1173600000.0,738700000.0,1455100000.0,366.04,34560675.0,11432844239.193932,,
LLY,79665800000.0,43304800000.0,13560000000.0,45958000000.0,1115.7,891741406.0,991801854619.8799,,
LIN,35449000000.0,13633000000.0,4975000000.0,23115000000.0,466.22,460980163.0,214187446595.00073,,
LYV,26272535000.0,1690167000.0,1374870000.0,129516000.0,170.15,232959505.0,26754499291.003227,,
LMT,77014000000.0,10221000000.0,8729000000.0,16747000000.0,524.19,230790753.0,103472656682.86783,,
L,18399000000.0,,1766000000.0,8428000000.0,108.79,204427720.0,17887605617.261696,,
LOW,90432000000.0,12837000000.0,7000000000.0,34384000000.0,196.82,561054019.0,110183714004.98466,,
LULU,11093955000.0,2518426000.0,1354336000.0,751390000.0,98.97,105594064.0,10554212966.409664,,
LITE,3014000000.0,-6884000000.0,300100000.0,664000000.0,927.03,89700000.0,82558373321.19553,,
LYB,31192000000.0,1909000000.0,1578000000.0,10280000000.0,63.69,323037952.0,16409433120.65948,,
MTB,9823000000.0,,3595000000.0,680000000.0,239.83,144416262.0,34469446664.23642,,
MPC,153577000000.0,17612000000.0,12899000000.0,25048000000.0,395.93,280824763.0,110855614992.80331,,
MAR,26904000000.0,5031000000.0,3132000000.0,16453000000.0,334.69,260766288.0,75407226222.27516,,
MRSH,27947000000.0,7217000000.0,4767000000.0,18861000000.0,176.91,477211268.0,84257128285.43005,,
MLM,6688000000.0,2085000000.0,810000000.0,5839000000.0,509.96,71019382.0,25718241687.51708,,
MRVL,9450300000.0,4759600000.0,1722800000.0,1030100000.0,236.1,876926613.0,211473301055.92773,,
MAS,7620000000.0,1337000000.0,1126000000.0,2699000000.0,68.52,197187430.0,13452102246.433449,,
MA,35083000000.0,22116000000.0,15975000000.0,13352000000.0,569.19,869464115.0,497979228925.6012,,
MKC,7385800000.0,1390700000.0,1019900000.0,4602300000.0,51.32,254055150.0,13797462016.0,float-cap-fallback-market-cap,
MCD,27702000000.0,15075000000.0,7761000000.0,39041000000.0,252.53,707641531.0,178432662987.89914,,
MCK,410983000000.0,7500000000.0,6145000000.0,4565000000.0,881.51,116590363.0,102602907306.0463,,
MDT,37541000000.0,10267000000.0,6132000000.0,26410000000.0,90.96,1279137890.0,116121175882.78784,,
MRK,66569000000.0,14405000000.0,16063000000.0,47057000000.0,143.93,2467171638.0,354503432306.21027,,
META,228247000000.0,112282000000.0,40976000000.0,68202000000.0,648.03,2205128509.0,1648318610219.9514,,
MET,77665000000.0,,15558000000.0,2044000000.0,97.14,635476927.0,51604003308.38859,,
MTD,4133875000.0,1297702000.0,863969000.0,2060580000.0,1293.52,20036559.0,25775922100.478428,,
MGM,17761442000.0,1990430000.0,1494547000.0,3521062000.0,39.89,255851235.0,7231565506.070127,,
MCHP,5122300000.0,1460000000.0,1110900000.0,5089000000.0,74.2,543008691.0,39530144454.38466,,
MU,90274000000.0,68305000000.0,26172000000.0,1891000000.0,975.26,1129393151.0,1097773168046.266,,
MSFT,331839000000.0,212433000000.0,66987000000.0,19359000000.0,495.63,7425545491.0,3674765951690.75,,
MAA,2218781000.0,1259087000.0,644606000.0,5640065000.0,124.79,116021957.0,14683824827.97696,,
MRNA,2210000000.0,-2804000000.0,-1244000000.0,-436000000.0,143.97,399235889.0,53592480172.39391,,
TAP,11083500000.0,-1671000000.0,1326000000.0,5581500000.0,38.93,174117990.0,6509582208.640529,,
MDLZ,39304000000.0,5231000000.0,2575000000.0,19500000000.0,62.44,1276308057.0,79465552987.86337,,
MPWR,3273158000.0,1000282000.0,582609000.0,-986653000.0,1234.46,49143000.0,58461103877.94963,,
MNST,9218956000.0,2858003000.0,2081494000.0,-1993365000.0,43.4,1959051764.0,60947780583.9025,,
MCO,8160000000.0,4357000000.0,2967000000.0,5479000000.0,474.95,173180984.0,75290480819.59366,,
MS,73053000000.0,,-18582000000.0,299338000000.0,214.38,1570566292.0,255126187375.98276,,
MOS,12247900000.0,1168700000.0,-947100000.0,5561700000.0,25.19,317895646.0,7501699181.515968,,
MSI,12236000000.0,3757000000.0,2677000000.0,8322000000.0,466.16,165493788.0,76787855559.05307,,
MSCI,3333754000.0,2070029000.0,1492485000.0,6027700000.0,554.61,72700000.0,38279947994.7264,,
NDAQ,8751000000.0,3425000000.0,1951000000.0,8241000000.0,91.19,558977372.0,45277917385.84565,,
NTAP,7391000000.0,2119000000.0,1650000000.0,915000000.0,199.28,196419005.0,38919268022.19948,,
NFLX,48370764000.0,35008877000.0,11152005000.0,5210074000.0,77.4,4163939676.0,320026474686.6852,,
NEM,25767000000.0,16038000000.0,9733000000.0,947000000.0,126.81,1053692271.0,133319406620.1433,,
NWSA,9028000000.0,1627000000.0,811000000.0,216000000.0,29.44,358881847.0,15790737408.0,float-cap-fallback-market-cap,
NWS,9028000000.0,1627000000.0,811000000.0,216000000.0,32.71,177488312.0,17544667136.0,float-cap-fallback-market-cap,
NEE,28701000000.0,17698000000.0,3048000000.0,107331000000.0,82.31,2085978209.0,171301324330.61053,,
NKE,46398000000.0,4594000000.0,2184000000.0,379000000.0,36.8,1202110951.0,53439919935.95988,,
NI,6881500000.0,3202400000.0,-1460000000.0,17333000000.0,41.41,479560100.0,19782922347.88009,,
NDSN,2979795000.0,912691000.0,724013000.0,1617574000.0,314.47,55699366.0,15608661949.738577,,
NSC,12540000000.0,5560000000.0,1631000000.0,15547000000.0,320.27,224608373.0,71820223678.98073,,
NTRS,8526800000.0,,-217900000.0,-43886300000.0,189.19,182955653.0,34014221547.129097,,
NOC,42892000000.0,7444000000.0,3646000000.0,12121000000.0,518.97,142063026.0,73489781798.97713,,
NCLH,10154307000.0,2831440000.0,-1185394000.0,14816685000.0,14.82,459187846.0,6748272358.790539,,
NRG,33125000000.0,3735000000.0,316000000.0,23094000000.0,113.46,210210483.0,23741246459.356285,,
NUE,36101000000.0,5763000000.0,1583000000.0,4621000000.0,259.43,226875676.0,57969007086.18795,,
NVDA,302969000000.0,233894000000.0,127006000000.0,10923000000.0,218.29,24147000000.0,5049199866576.593,,
NVR,9546731000.0,1537919000.0,1046421000.0,-93972000.0,6160.76,2678153.0,16147326482.869314,,
NXPI,13185000000.0,5064000000.0,2649000000.0,8113000000.0,236.62,252164174.0,59555509907.90982,,
ORLY,18572562000.0,4189022000.0,2156259000.0,6752362000.0,85.82,808960792.0,68759226863.4567,,
OXY,21671000000.0,13859000000.0,4793000000.0,8650000000.0,61.46,999637371.0,61187044506.9415,,
ODFL,5602507000.0,1820165000.0,1114770000.0,38401000.0,179.79,207968283.0,33390039668.078938,,
OMC,22371300000.0,1735900000.0,2389200000.0,6665800000.0,79.01,274345967.0,21467334378.984173,,
ON,6197800000.0,1567200000.0,1500400000.0,944900000.0,76.14,389318613.0,29514436580.19477,,
OKE,39366000000.0,8083000000.0,2906000000.0,32861000000.0,96.62,630369667.0,60730300640.191734,,
ORCL,67358000000.0,33447000000.0,-23686000000.0,98252000000.0,150.28,2880471000.0,265124942462.7021,,
OTIS,14911000000.0,2547000000.0,1712000000.0,7623000000.0,69.1,380669339.0,26252958627.370754,,
PCAR,27815800000.0,3622000000.0,2963100000.0,9121700000.0,122.73,526364953.0,63326845356.603165,,
PKG,9534700000.0,1813300000.0,742400000.0,3526100000.0,234.4,89098299.0,20384977973.68254,,
PLTR,6155941000.0,2662630000.0,3358272000.0,-1818647000.0,167.23,2300713329.0,368540092132.13806,,
PANW,11480000000.0,1391000000.0,4113000000.0,-14000000.0,330.65,818000000.0,268226777242.0096,,
PSKY,28301000000.0,2944000000.0,591000000.0,13529000000.0,10.6,1090445692.0,11892625408.0,float-cap-fallback-market-cap,
PH,21499000000.0,5901000000.0,3905000000.0,8019000000.0,950.23,126047469.0,119420751600.77621,,
PAYX,6512000000.0,3023000000.0,2321800000.0,3467900000.0,115.8,355980473.0,41222541312.0,float-cap-fallback-market-cap,
PYPL,34128000000.0,7287000000.0,6586000000.0,5094000000.0,53.72,855460874.0,45851040065.589005,,
PNR,4011800000.0,929300000.0,673000000.0,1514200000.0,56.58,159600000.0,8964121775.927126,,
PEP,96904000000.0,18639000000.0,9282000000.0,42963000000.0,136.32,1366000000.0,185641519058.6734,,
PFE,63695000000.0,13491000000.0,10985000000.0,62218000000.0,27.72,5699673589.0,157783229230.26694,,
PCG,25837000000.0,10553000000.0,-4263000000.0,63246000000.0,13.8,2202366906.0,28737783506.15266,,
PM,42545000000.0,18716000000.0,12722000000.0,43114000000.0,191.06,1558613439.0,297041220339.1954,,
PSX,152167000000.0,12874000000.0,6394000000.0,16466000000.0,259.47,400935020.0,103295828771.1944,,
PNW,5554254000.0,2219247000.0,-878537000.0,11360284000.0,96.1,121197234.0,11583111480.695066,,
PNC,24554000000.0,,7488000000.0,56978000000.0,244.24,398943667.0,96736453741.75098,,
PPG,16421000000.0,2824000000.0,1407000000.0,5366000000.0,105.5,222300000.0,23401522696.15104,,
PPL,9398000000.0,3946000000.0,-1992000000.0,19991000000.0,34.08,752544841.0,25572097250.588966,,
PFG,15693200000.0,,4852200000.0,288100000.0,116.165,214104641.0,24718754222.733234,,
PG,87033000000.0,24413000000.0,15147000000.0,24197000000.0,145.27,2322672312.0,337038959327.8859,,
PGR,91019000000.0,,15951000000.0,8209000000.0,217.62,581100000.0,126025973603.68509,,
PLD,9189768000.0,8522234000.0,5240975000.0,34677042000.0,135.75,950333372.0,128947055520.1749,,
PRU,64864000000.0,,10969000000.0,9473000000.0,119.24,345000000.0,41006569588.654076,,
PEG,12543000000.0,4778000000.0,276000000.0,24349000000.0,72.39,498420030.0,35985014054.31821,,
PTC,2953972000.0,1729689000.0,935484000.0,1071861000.0,130.78,108506261.0,14112401229.434689,,
PSA,4890457000.0,3539599000.0,2861325000.0,9920279000.0,296.5,186852295.0,47024356007.67971,,
PHM,16407076000.0,2608197000.0,1512443000.0,962472000.0,118.26,190486353.0,21995891471.22121,,
PWR,32905140000.0,3080445000.0,2391158000.0,5598453000.0,650.58,150343393.0,96919354814.1968,,
QCOM,44069000000.0,13474000000.0,10416000000.0,10737000000.0,181.97,1068060487.0,190725025896.11176,,
DGX,11560000000.0,2253000000.0,1349000000.0,5016000000.0,235.02,110373360.0,25808172508.759773,,
Q,5210000000.0,1450000000.0,825000000.0,3059000000.0,126.4,209208543.0,26380494752.43648,,
RL,8355200000.0,1534000000.0,1002000000.0,1284900000.0,339.09,37700963.0,19965383319.705513,,
RJF,15000000000.0,,1442000000.0,-5505000000.0,173.46,192100000.0,29790447438.794746,,
RDDT,2778834000.0,801517000.0,1018649000.0,-1465971000.0,157.77,146103200.0,29231340976.637127,,
RTX,93500000000.0,16084000000.0,10985000000.0,29078000000.0,197.68,1347758144.0,247071713128.19324,,
O,5970124000.0,5103703000.0,4166154000.0,30099005000.0,59.5,946218033.0,56171610720.6411,,
REG,1585065000.0,1188000000.0,,4862836000.0,74.62,183120547.0,12522821603.244957,,
REGN,15534700000.0,5750000000.0,3575200000.0,250800000.0,781.49,101137842.0,76203832194.40213,,
RF,7617000000.0,,1750000000.0,-2498000000.0,30.13,851929506.0,25549020840.112015,,
RSG,16890000000.0,5138000000.0,2653000000.0,13962000000.0,222.74,306212978.0,68060604780.88803,,
RMD,5653443000.0,2152616000.0,1628656000.0,150821000.0,218.27,144252306.0,31291683616.79492,,
RVTY,2911811000.0,738746000.0,558113000.0,2182307000.0,124.31,111586401.0,12739961075.629524,,
HOOD,4932000000.0,2361000000.0,178000000.0,17344000000.0,112.57,790630234.0,100322934949.04277,,
ROK,8973000000.0,1775000000.0,1504000000.0,2779000000.0,428.39,111273953.0,47421815514.9942,,
ROL,3924019000.0,862519000.0,619169000.0,593940000.0,34.73,481145404.0,10733951131.97463,,
ROP,8280300000.0,4291900000.0,2561000000.0,10954500000.0,388.52,98900874.0,38212090751.8335,,
ROST,24511798000.0,4074467000.0,2790186000.0,451027000.0,230.74,320781076.0,71923132810.99187,,
RCL,18681000000.0,7394000000.0,-416000000.0,21961000000.0,260.14,267452084.0,62945886532.88992,,
SPGI,16121000000.0,8388000000.0,5573000000.0,11036000000.0,410.71,294800000.0,120784302351.1552,,
CRM,43938000000.0,,15154000000.0,30978000000.0,247.72,823000000.0,197571834772.6848,,
SNDK,20248000000.0,13239000000.0,11494000000.0,368000000.0,1633.35,146419001.0,235884251194.09778,,
SBAC,2870622000.0,2012722000.0,1050721000.0,12402171000.0,185.47,106088110.0,19529771316.749928,,
SLB,36366000000.0,6663000000.0,4554000000.0,10055000000.0,56.06,1484143231.0,82948973899.78491,,
STX,12195000000.0,4250000000.0,3105000000.0,1861000000.0,830.17,227393014.0,187609699702.32144,,
SRE,13552000000.0,5630000000.0,-5243000000.0,36616000000.0,83.34,653900348.0,54383789310.93278,,
NOW,14732000000.0,3500000000.0,4571000000.0,5014000000.0,132.53,1033862000.0,136677925024.21327,,
SHW,24410300000.0,4734600000.0,3213200000.0,11778600000.0,323.31,242758151.0,72643438020.19415,,
SPG,6940725000.0,8317888000.0,3217536000.0,27680516000.0,204.83,323551515.0,76869074439.72188,,
SWKS,4014100000.0,815900000.0,408600000.0,-108900000.0,88.35,150472782.0,13229793251.604645,,
SJM,9156900000.0,1334600000.0,1588400000.0,6694600000.0,121.14,106823183.0,12661173627.279745,,
SW,31326000000.0,4277000000.0,1015000000.0,13487000000.0,43.22,524522908.0,22501262351.20631,,
SNA,5274900000.0,1504100000.0,1108500000.0,-365400000.0,375.44,51727124.0,18928706953.320175,,
SOLV,8309000000.0,2468000000.0,-118000000.0,4676000000.0,87.45,170223729.0,12600606712.342365,,
SO,30178000000.0,14818000000.0,-3269000000.0,72598000000.0,87.17,1150362966.0,100040487415.16164,,
LUV,30072000000.0,2779000000.0,-455000000.0,2155000000.0,39.24,489208201.0,18997078742.328903,,
SWK,15247700000.0,1814000000.0,1289100000.0,4165500000.0,89.24,151016641.0,13432386289.209503,,
SBUX,38338300000.0,5299300000.0,3642100000.0,9828800000.0,98.74,1140000000.0,112333971661.12767,,
STT,15056000000.0,,2019000000.0,-119437000000.0,193.4,274701765.0,53127319552.0,float-cap-fallback-market-cap,
STLD,20538678000.0,2751991000.0,955563000.0,3614434000.0,239.79,143328088.0,32023670661.721752,,
STE,6037600000.0,1640500000.0,925600000.0,1411300000.0,210.76,97500110.0,20461171904.860363,,
SYK,25837000000.0,7005000000.0,4702000000.0,11551000000.0,275.56,383573046.0,95933061928.60063,,
SMCI,39063072000.0,3074105000.0,-6971885000.0,1198813000.0,40.1,656965384.0,22360787538.908424,,
SYF,15032000000.0,,9694000000.0,239000000.0,75.99,325370840.0,24554081252.169754,,
SNPS,9416465000.0,3733984000.0,2747706000.0,6431074000.0,397.38,191636646.0,75710884770.74258,,
SYY,84553000000.0,4122000000.0,1938000000.0,11730000000.0,83.21,479096016.0,39745582084.48827,,
TMUS,92189000000.0,32262000000.0,16236000000.0,81796000000.0,182.33,1072671613.0,195580215296.0,float-cap-fallback-market-cap,
TROW,7592000000.0,3222600000.0,1673800000.0,-2804900000.0,106.29,213315850.0,22237107350.103302,,
TTWO,6686500000.0,1254100000.0,337500000.0,1154800000.0,215.47,186980443.0,40107781765.0218,,
TPR,8004200000.0,2133000000.0,1812500000.0,1404300000.0,118.49,199391678.0,23499049355.684364,,
TRGP,16741500000.0,5491900000.0,740900000.0,18651600000.0,290.25,214431021.0,61243410020.54666,,
TGT,107705000000.0,9261000000.0,4456000000.0,9946000000.0,155.83,454296736.0,70558027417.11269,,
TEL,19322000000.0,4895000000.0,3315000000.0,4393000000.0,211.96,289513228.0,61253538733.25684,,
TDY,6374400000.0,1586000000.0,1142100000.0,1686900000.0,603.79,46355673.0,27659378716.330776,,
TER,4464031000.0,1490927000.0,799932000.0,-249411000.0,379.72,156340750.0,59244605869.14472,,
TSLA,103619000000.0,12028000000.0,5755000000.0,861000000.0,365.44,3949547394.0,1030243713922.3544,,
TXN,19453000000.0,9676000000.0,5355000000.0,10392000000.0,268.7,913247686.0,244790905398.28064,,
TPL,897541000.0,763997000.0,75998000.0,-233099000.0,369.1,68974683.0,21727858265.16606,,
TXT,15299000000.0,1698000000.0,759000000.0,2199000000.0,81.0,171986917.0,13822138740.91185,,
TMO,46336000000.0,12046000000.0,7318000000.0,38485000000.0,609.82,369747286.0,224915596869.6713,,
TJX,62363000000.0,9439000000.0,5876000000.0,8313000000.0,126.02,1099974061.0,138297120716.01675,,
TKO,5301863000.0,1548113000.0,1672370000.0,4036740000.0,190.31,73111098.0,29441239165.456955,,
TTD,2990138000.0,725666000.0,848637000.0,-688869000.0,14.34,426771565.0,6596932624.246801,,
TSCO,15750724000.0,1850267000.0,306981000.0,1922212000.0,33.01,521040137.0,17145871541.178194,,
TT,22209900000.0,4342000000.0,3546500000.0,3298500000.0,442.52,220023177.0,97096903207.15462,,
TDG,10007000000.0,5051000000.0,1927000000.0,30712000000.0,1140.32,55276525.0,62710193331.84514,,
TRV,48979000000.0,,11026000000.0,8586000000.0,375.2,208575022.0,77802673366.74559,,
TRMB,3782900000.0,278100000.0,773100000.0,1244900000.0,57.66,233179848.0,13374562671.743319,,
TFC,20572000000.0,,5672000000.0,32866000000.0,50.4,1221626188.0,61405574266.63319,,
TYL,2429657000.0,580809000.0,705783000.0,513338000.0,336.67,40952274.0,12798294049.34539,,
TSN,55694000000.0,2612000000.0,1161000000.0,7266000000.0,52.98,281792507.0,18157042058.96936,,
USB,29583000000.0,,12525000000.0,29517000000.0,62.84,1558051446.0,97611296640.53313,,
UBER,55227000000.0,7920000000.0,10116000000.0,7853000000.0,71.67,2042560121.0,145917445724.8115,,
UDR,1716218000.0,1424916000.0,629417000.0,5812639000.0,35.12,321264222.0,11608035085.131786,,
ULTA,12955517000.0,1942782000.0,1149452000.0,181127000.0,546.78,42757471.0,23301547573.251377,,
UNP,25410000000.0,13308000000.0,6504000000.0,28713000000.0,284.4,594075498.0,168571540518.8985,,
UAL,62901000000.0,5582000000.0,2544000000.0,16298000000.0,109.82,324569728.0,35374525856.97132,,
UPS,89930000000.0,10822000000.0,5457000000.0,19831000000.0,100.28,749349405.0,85216835217.59402,,
URI,16832000000.0,7447000000.0,632000000.0,14118000000.0,989.12,62242489.0,61213750267.37131,,
UNH,450129000000.0,25619000000.0,23617000000.0,44743000000.0,379.09,897594847.0,339285825498.88947,,
UHS,18114487000.0,2820938000.0,810741000.0,4713047000.0,174.83,51687770.0,9715984757.208532,,
VLO,139397000000.0,13663000000.0,10120000000.0,3475000000.0,390.42,287927461.0,111812355598.62926,,
VEEV,3458098000.0,1075341000.0,1665459000.0,-1660317000.0,262.4,161908850.0,38911901080.607994,,
VTR,6441571000.0,2388243000.0,1091827000.0,12488833000.0,89.99,512946359.0,45942168607.474014,,
VLTO,5696000000.0,1394000000.0,1047000000.0,1260000000.0,94.1,243793344.0,22889335434.9624,,
VRSN,1707900000.0,1206700000.0,1066100000.0,1493500000.0,292.71,90400000.0,24848452730.201714,,
VRSK,3136000000.0,1680100000.0,1236500000.0,3904000000.0,176.2,130156012.0,22863542491.73372,,
VZ,138895000000.0,48033000000.0,20160000000.0,163479000000.0,50.61,4154775202.0,209972482842.551,,
VRTX,12587200000.0,5266000000.0,3796100000.0,-4165900000.0,515.44,253460924.0,130244132342.77985,,
VRT,11479600000.0,2553100000.0,2924000000.0,129200000.0,257.06,384988173.0,98673106560.71857,,
VTRS,14737300000.0,2621500000.0,1812200000.0,12464800000.0,16.51,1148590864.0,18850972464.483948,,
VICI,4097604000.0,3655736000.0,2636974000.0,16643092000.0,24.83,1101077562.0,27231214648.758068,,
V,44488000000.0,29074000000.0,21013000000.0,11499000000.0,370.45,1704112694.0,691386646200.756,,
VST,19212000000.0,6548000000.0,2255000000.0,19460000000.0,148.38,335635195.0,46425504651.16676,,
VMRK,3082699000.0,2240530000.0,1368855000.0,8944098000.0,65.54,773779120.0,50713485312.0,float-cap-fallback-market-cap,
VMC,8115800000.0,2362300000.0,1027200000.0,4170100000.0,252.74,129578739.0,32642638296.01835,,
WRB,14917907000.0,,3469696000.0,233802000.0,69.9,371227529.0,17022331508.13965,,
GWW,18845000000.0,3023000000.0,1510000000.0,1819000000.0,1280.0,47100942.0,55171257382.681595,,
WAB,11980000000.0,2491000000.0,1714000000.0,5901000000.0,283.22,168910851.0,47253858712.82521,,
WMT,735840000000.0,46764000000.0,13509000000.0,38882000000.0,107.15,7958079155.0,466127321063.00854,,
DIS,98861000000.0,20074000000.0,8293000000.0,40856000000.0,106.55,1726686902.0,183678606924.93167,,
WBD,36115000000.0,13588000000.0,2180000000.0,28654000000.0,28.04,2507136702.0,66856180563.123886,,
WM,25667000000.0,7464000000.0,3573000000.0,22799000000.0,213.46,399715184.0,85069800836.66118,,
WAT,4644249000.0,967461000.0,398810000.0,4547000000.0,408.34,98185855.0,40044013826.31305,,
WEC,10137400000.0,4235100000.0,-1373300000.0,22513900000.0,105.33,325849383.0,34223211848.853687,,
WFC,86796000000.0,,19170000000.0,3932000000.0,90.29,3023999336.0,272291495334.08582,,
WELL,11584251000.0,2637318000.0,2922002000.0,13229793000.0,235.62,720572011.0,169587576331.4736,,
WST,3326800000.0,879500000.0,436900000.0,-123700000.0,346.23,70375762.0,24185647421.08738,,
WDC,12919000000.0,10445000000.0,3511000000.0,2680000000.0,447.18,360540944.0,160101324098.17996,,
WY,6852000000.0,1163000000.0,-447000000.0,4898000000.0,22.06,720736000.0,15823436729.53184,,
WSM,8005156000.0,1768400000.0,1343494000.0,499010000.0,226.23,117779173.0,26295064841.807404,,
WMB,12204000000.0,8061000000.0,-174000000.0,30590000000.0,72.85,1223167472.0,88573995495.49496,,
WTW,10102000000.0,2715000000.0,1689000000.0,4903000000.0,315.61,92871937.0,29168856736.373096,,
WDAY,10155000000.0,1760000000.0,2844000000.0,2328000000.0,185.7,196000000.0,44369157225.62748,,
WYNN,7413425000.0,1949749000.0,791867000.0,9151307000.0,87.7,102973891.0,6704753890.624394,,
XEL,14616000000.0,6533000000.0,-7692000000.0,37447000000.0,75.5,624634306.0,47064626964.86966,,
XYL,9126000000.0,1861000000.0,960000000.0,1650000000.0,106.96,233486812.0,24909068242.011356,,
YUM,8724000000.0,2946000000.0,1679000000.0,11601000000.0,140.87,272901085.0,38337853419.27886,,
ZBRA,5847000000.0,1055000000.0,904000000.0,2611000000.0,350.37,47310660.0,16420750427.598995,,
ZBH,8508800000.0,2331000000.0,1401800000.0,7069000000.0,93.49,190737689.0,17774826134.98708,,
ZTS,9517000000.0,3992000000.0,2316000000.0,7575000000.0,72.97,413223602.0,30090812174.182236,,
